national_team,official_player_name,date_of_birth,transfermarkt_player_id,transfermarkt_name,link_status,source_url
Senegal,GUEYE Pape,1999-01-24,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,MASTIL Melvin,2000-02-19,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,MANDI Aissa,1991-10-22,80293,Aïssa Mandi,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,ABADA Achref,1999-06-15,949929,Achref Abada,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,TOUGAI Mohamed Amine,2000-01-22,592396,Mohamed Amine Tougai,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,BELAID Zineddine,1999-03-20,625142,Zineddine Belaid,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,ZERROUKI Ramiz,1998-05-26,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,MAHREZ Riyad,1991-02-21,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,AOUAR Houssem,1998-06-30,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,GOUIRI Amine,2000-02-16,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,CHAIBI Fares,2002-11-28,855015,Farès Chaïbi,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,HADJ MOUSSA Anis,2002-02-11,917911,Anis Hadj Moussa,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,BENBOUALI Nadhir,2000-04-17,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,HADJAM Jaouen,2003-03-26,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,BOUDAOUI Hicham,1999-09-23,560593,Hicham Boudaoui,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,AIT-NOURI Rayan,2001-06-06,578391,Rayan Aït-Nouri,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,BENBOT Oussama,1994-10-11,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,BELGHALI Rak,2002-06-07,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,AMOURA Mohamed,2000-05-09,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,BENTALEB Nabil,1994-11-24,245537,Nabil Bentaleb,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,BOULBINA Adil,2003-05-02,748443,Adil Boulbina,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,BENSEBAINI Ramy,1995-04-16,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,MAZA Ibrahim,2005-11-24,905011,Ibrahim Maza,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,ZIDANE Luca,1998-05-13,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,TITRAOUI Yassine,2003-07-26,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,GHEDJEMIS Fares,2002-09-06,888738,Farès Ghedjemis,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Algeria,CHERGUI Samir,1999-02-06,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,MUSSO Juan,1994-05-06,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,SENESI Marcos,1997-05-10,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,TAGLIAFICO Nicolas,1992-08-31,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,MONTIEL Gonzalo,1997-01-01,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,PAREDES Leandro,1994-06-29,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,MARTINEZ Lisandro,1998-01-18,480762,Lisandro Martínez,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,DE PAUL Rodrigo,1994-05-24,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,BARCO Valentin,2004-07-23,849410,Valentín Barco,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,ALVAREZ Julian,2000-01-31,576024,Julián Alvarez,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,MESSI Lionel,1987-06-24,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,LO CELSO Giovani,1996-04-09,348795,Giovani Lo Celso,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,RULLI Geronimo,1992-05-20,229604,Gerónimo Rulli,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,ROMERO Cristian,1998-04-27,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,PALACIOS Exequiel,1998-10-05,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,GONZALEZ Nico,1998-04-06,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,ALMADA Thiago,2001-04-26,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,SIMEONE Giuliano,2002-12-18,742201,Giuliano Simeone,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,PAZ Nico,2004-09-08,948294,Nico Paz,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,OTAMENDI Nicolas,1988-02-12,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,MAC ALLISTER Alexis,1998-12-24,534033,Alexis Mac Allister,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,LOPEZ Jose Manuel,2000-12-06,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,MARTINEZ Lautaro,1997-08-22,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,MARTINEZ Emiliano,1992-09-02,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,FERNANDEZ Enzo,2001-01-17,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,MEDINA Facundo,1999-05-28,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Argentina,MOLINA Nahuel,1998-04-06,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,SCHLAGER Alexander,1996-02-01,186374,Alexander Schlager,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,AFFENGRUBER David,2001-03-19,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,DANSO Kevin,1998-09-19,263236,Kevin Danso,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,SCHLAGER Xaver,1997-09-28,223979,Xaver Schlager,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,POSCH Stefan,1997-05-14,223974,Stefan Posch,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,SEIWALD Nicolas,2001-05-04,404950,Nicolas Seiwald,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,ARNAUTOVIC Marko,1989-04-19,41384,Marko Arnautovic,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,ALABA David,1992-06-24,59016,David Alaba,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,SABITZER Marcel,1994-03-17,106987,Marcel Sabitzer,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,GRILLITSCH Florian,1995-08-07,195736,Florian Grillitsch,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,GREGORITSCH Michael,1994-04-18,120205,Michael Gregoritsch,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,WIEGELE Florian,2001-03-21,393999,Florian Wiegele,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,PENTZ Patrick,1997-01-02,223972,Patrick Pentz,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,KALAJDZIC Sasa,1997-07-07,369567,Sasa Kalajdzic,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,LIENHART Philipp,1996-07-11,225657,Philipp Lienhart,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,MWENE Phillip,1994-01-29,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,CHUKWUEMEKA Carney,2003-10-20,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,SCHMID Romano,2000-01-27,346853,Romano Schmid,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,LJUBICIC Dejan,1997-10-08,287188,Dejan Ljubicic,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,LAIMER Konrad,1997-05-27,223967,Konrad Laimer,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,WIMMER Patrick,2001-05-30,533295,Patrick Wimmer,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,PRASS Alexander,2001-05-26,434116,Alexander Prass,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,FRIEDL Marco,1998-03-16,156990,Marco Friedl,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,WANNER Paul,2005-12-23,900909,Paul Wanner,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,SVOBODA Michael,1998-10-15,438961,Michael Svoboda,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Austria,SCHOEPF Alessandro,1994-02-07,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,YAZEED ABULAILA,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,MOHAMMAD ABUHASHEESH,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,ABDALLAH NASIB,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,HUSAM ABUDAHAB,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,YAZAN ALARAB,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,AMER JAMOUS,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,MOHAMMAD ABUZRAIQ,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,NOOR ALRAWABDEH,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,ALI OLWAN,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,MOUSA ALTAMARI,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,ODEH FAKHOURY,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,NOUR BANIATEYAH,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,MAHMOUD ALMARDI,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,RAJAEI AYED,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,IBRAHIM SADEH,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,MOHAMMAD ABUALNADI,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,SALEEM OBAID,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,MOHAMMAD ABUGHOUSH,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,SAED ALROSAN,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,MOHANNAD ABUTAHA,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,NIZAR ALRASHDAN,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,ABDALLAH ALFAKHORI,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,EHSAN HADDAD,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,ALI AZAIZEH,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,MOHAMMAD ALDAOUD,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Jordan,ANAS BADAWI,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,OSPINA David,1988-08-31,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,MUNOZ Daniel,1996-05-26,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,LUCUMI Jhon,1998-06-26,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,ARIAS Santiago,1992-01-13,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,CASTANO Kevin,2000-09-29,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,RIOS Richard,2000-06-02,735573,Richard Ríos,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,DIAZ Luis,1997-01-13,480692,Luis Díaz,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,CARRASCAL Jorge,1998-05-25,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,CORDOBA Jhon,1993-05-11,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,RODRIGUEZ James,1991-07-12,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,ARIAS Jhon,1997-09-21,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,VARGAS Camilo,1989-03-09,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,MINA Yerry,1994-09-23,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,PUERTA Gustavo,2003-07-23,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,PORTILLA Juan,1998-09-12,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,LERMA Jefferson,1994-10-25,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,MOJICA Johan,1992-08-21,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,DITTA Willer,1998-01-23,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,HERNANDEZ Cucho,1999-04-20,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,QUINTERO Juan,1993-01-18,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,CAMPAZ Jaminton,2000-05-24,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,MACHADO Deiver,1993-09-02,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,SANCHEZ Davinson,1996-06-12,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,MONTERO Alvaro,1995-03-29,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,SUAREZ Luis,1997-12-02,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Colombia,GOMEZ Andres,2002-09-12,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,MPASI Lionel,1994-08-01,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,WAN-BISSAKA Aaron,1997-11-26,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,KAPUADI Steve,1998-04-30,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,TUANZEBE Axel,1997-11-14,342046,Axel Tuanzebe,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,BATUBINSIKA Dylan,1996-02-15,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,MUKAU Ngalayel,2004-11-03,1016015,Ngal'ayel Mukau,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,MBUKU Nathanael,2002-03-16,557614,Nathanaël Mbuku,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,MOUTOUSSAMY Samuel,1996-08-12,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,CIPENGA Brian,1998-03-11,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,BONGONDA Theo,1995-11-20,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,KAKUTA Gael,1991-06-21,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,KAYEMBE Joris,1994-08-08,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,ELIA Meschack,1997-08-06,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,SADIKI Noah,2004-12-17,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,TSHIBOLA Aaron,1995-01-02,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,FAYULU Timothy,1999-07-24,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,BAKAMBU Cedric,1991-04-11,127048,Cédric Bakambu,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,PICKEL Charles,1997-05-15,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,MAYELE Fiston,1994-06-24,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,WISSA Yoane,1996-09-03,388165,Yoane Wissa,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,EPOLO Matthieu,2005-01-15,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,MBEMBA Chancel,1994-08-08,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,BANZA Simon,1996-08-13,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,KALULU Gedeon,1997-08-29,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,KAYEMBE Edo,1998-06-03,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
DR Congo,MASUAKU Arthur,1993-11-07,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,DIOGO COSTA,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,NELSON SEMEDO,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,RUBEN DIAS,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,TOMAS ARAUJO,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,DIOGO DALOT,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,MATHEUS NUNES,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,CRISTIANO RONALDO,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,BRUNO FERNANDES,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,GONCALO RAMOS,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,BERNARDO SILVA,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,JOAO FELIX,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,JOSE SA,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,RENATO VEIGA,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,GONCALO INACIO,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,JOAO NEVES,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,FRANCISCO TRINCAO,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,RAFAEL LEAO,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,PEDRO NETO,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,GONCALO GUEDES,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,JOAO CANCELO,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,RUBEN NEVES,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,RUI SILVA,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,VITINHA,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,SAMU COSTA,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,NUNO MENDES,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Portugal,FRANCISCO CONCEICAO,,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Uzbekistan,YUSUPOV Utkir,1991-01-04,311958,Utkir Yusupov,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Uzbekistan,KHUSANOV Abdukodir,2004-02-29,763079,Abdukodir Khusanov,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Uzbekistan,ALIJONOV Khojiakbar,1997-04-19,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Uzbekistan,SAYFIEV Farrukh,1991-01-17,212499,Farrukh Sayfiev,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Uzbekistan,ASHURMATOV Rustam,1996-07-07,,,unmatched_or_review,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Uzbekistan,MOZGOVOY Akmal,1999-04-02,562022,Akmal Mozgovoy,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
Uzbekistan,SHUKUROV Otabek,1996-06-22,294525,Otabek Shukurov,exact_dob_name,https://fdp.fifa.org/assetspublic/ce281/pdf/SquadLists-English.pdf
